,date,review,rating,isEdited,title,userName
73,2023-07-23 07:15:25,"I’m very frustrated right now listening to a podcast. If I search for something that has a video for the product, just scrolling down through the list, it keeps turning my podcast off and there’s no way to fix it. Absolutely ridiculous!  If I want to watch a video, I will click on the product.",2,False,Pictures only please!,bemmo04
74,2023-08-19 17:46:17,The new version with the search at the bottom and. It showing the review stars unless you click on it is annoying.  Don’t change what isn’t broken.  Fix what is actually a problem besides trying to redesign the look.,3,False,Change it back,999888777
75,2023-08-08 22:33:52,"For some reason in the last couple of days shutting I look at says can't be shipped to my location, even a book! Also my order history is completely blank, says I haven't placed any orders in the last 3 months even though I ordered this week, last and have subscription orders pending.",2,False,Nothing but problems today with app,boredoutof mind
76,2023-08-17 16:54:52,"I ordered these headphones and they took my money and the day before they were shipping it to my house, they say I don’t have the money for it. This is honestly ridiculous, I paid $400 for these headphones and i’m not even going to get them. This is so unacceptable, I can’t believe I got ripped off like this. This app scammed me for the money. I paid $400 for these headphones and didn’t get them because they ripped me off and just took my money.",1,False,Worst thing ever.,iloveekenny
77,2023-08-05 02:06:44,This app is so buggy anymore. This thing runs like a starter app for a new company. Search randomly bugs out with no results. Scrolling locks the app up then force closes it. Favorite “💜” button constantly MIA. Have to add the item to the cart. Then click on it in cart to get it the 💜 to show up again. Then favorite. Then remove from cart. Really fluid process for browsing let me tell you 👌.,1,False,What has happened to this app?!?,K3WP
78,2023-08-16 23:47:54,Between the monthly subscription fee and the taxes not counting the delay in shipping it’s not convenient anymore. The last three orders I’ve done were delayed in transit so after the delay and taxes plus monthly subscription I actually saved a whole one dollar and did with out my product for a week versus picking up in store same day trying to save a couple of dollars,1,False,Went from great to why do I still use,Dissatisfied 81
79,2023-08-10 06:13:44,"What a waste of time, after confirming my order of $181 for supplies needed the next day they canceled my order and only $24 worth of the supplies were ordered. Won’t even tell me what items were canceled. Canceling prime and going back to being prepared and not depending on overnight shipping…………...
 *UPDATE* After reordering everything and continuing to shop around, my account was locked. Never again.",1,False,Canceled my order after confirming,Mr. Hatestimewasted
80,2023-08-09 02:40:37,"This app has alot of potential, but i ran into a few issues.
1: i tried to buy a product, only to find that i could not use my gift card balance to make the purchase. I only use amizon gift cards.
2: no access to customer service.
3: no way to report stolen packages.",3,False,"It’s good, but…",Chihuahua33
81,2023-08-06 19:52:50,"I placed an order on june 19, 2023, and it said it would arrive on july 31, 2023 but it didn’t. The tracking just said “running late” with no further information for DAYS. Now I’m trying to refund and they’re telling me to press select problem with order and I did not find that option ANYWHERE. They are so bad at helping me and I’m only able to talk to useless robots that don’t understand my issue. HELP ME!",1,False,I never received my order,midari ikishimaa
82,2023-08-06 01:38:50,"Updates aren’t always good even though I’m sure that was the intention.     Moving the search bar to the bottom was just plain dumb!    The moving of other feature is also dumb!  
The app doesn’t even look or function the same anymore. 
The only good part is the ease of reaching subscribe and save.   
It makes me wonder if anyone actually asked end users about these “updates”?",1,False,Recent update is BAD,Susan1010101
83,2023-08-05 04:35:12,Hi on the browser if it’s possible to make it like before where u can drag the item and move it to anywhere you want to organize. It is really helpful thanks!,5,False,Wishlist,Imteaz Mannan
84,2023-08-18 03:17:23,"I ordered a package last week that was supposed to be delivered on monday. Its THURSDAY NIGHT and I still haven’t received my package. When I used the app to talk to customer service after the first “delivery attempt” and today’s I couldn’t get help to change the the address, the delivery time or where I could pick up the item myself. Its a waste and disappointing. And the fact I pay for prime pisses me off the most.",1,False,Worst Customer Support EVERRR,loopiol
85,2023-07-26 20:51:05,"They just never read any ""delivery instructions ""  they deliver my packages to my neighbors and my neighbors packages to my door multiple times. Nothing is done about it. I cannot report my packages missing until after 24 hours. This is very frustrating that the customer service is not helpful and the delivery driver must hate their job and is not very good at it either.",1,False,Delivery is constantly messing up,EternalDepression
86,2023-08-20 00:13:16,"I do like the percentage of 5 star reviews but I’d rather know number of ratings.  75% 5* reviews means nothing if there’s only 4 reviews. Bring back number of reviews please. You’re wasting my time, I’m less likely to buy a product with a few reviews and absolutely refuse to buy one now as I feel duped into clicking it.",2,False,Downgrade a couple of days ago.,Arcticfury!
87,2023-08-15 17:44:55,The latest updates include moving the search bar to the bottom of the screen which goes against everything people have been doing for decades and serves no benefit to the consumer. They also added an “inspiration” area which is completely useless. There is no customization so users are stuck dealing with whatever new terrible design idea comes next.,1,False,Terrible UI,msjfbci
88,2023-08-13 02:21:57,"Since the last update to the app my app has not worked correctly. If I delete to reinstall I’m afraid I’ll
Lose everything I have in my history. Is anyone else having issues with the app?",4,False,What’s going on?,Applelady66
89,2023-08-11 23:35:40,Since I can’t drive this helps me (and probably a lot of other people ) I can get a lot of items and great when they are on sale.,5,False,No driving,The first topper
90,2023-08-20 04:47:33,Update to this app puts search bar on bottom of iPhone screen. Sending kindle content from “manage device and content” no longer works as the search bar covers response buttons.,3,False,Search bar obscures response buttons,Niko_sandiego
91,2023-08-07 02:17:08,"At least half the items that say same day or next day delivery with prime still end up not coming until 3-4 days after I order, thought the whole prime thing was about how fast I’m supposed to get what I order, disappointing",3,False,Why do I pay for prime,Shadowow1
92,2023-08-05 14:27:45,"Ever since the update where the search is at the bottom of the screen, I really can’t seem to get accustomed to the changes. They layout of “You Lists” isn’t great either. I’ll most likely b delete the app and just use the mobile browser to place orders.  The lists section is also based on the mobile site, but everything else is more maneuverable, for me.",1,False,Layout isn’t great,ELMago13
93,2023-08-10 17:18:11,"Sometimes I get one small thing in a big box , but I’m sure you have your reasons. 
I’ve been super happy with every aspect of this company for many years",5,False,There great,$&(/.'tsjo
94,2023-07-25 16:26:40,"We bought the speakers, and so far they are great very clear and good sound comes through it, and I like out lights up very pleased with our new speakers went great with my new WebCam. Thank you.
RobertGlenna",5,False,Nylavee  speakers,Nylavee
95,2023-08-03 17:11:35,"I’ll be doing much more shopping elsewhere. I don’t find this app user friendly at all. It is not nearly as easy to browse. Just when I find something I want to look at more in depth it whisks me off to another page and I cannot get back to where I was NIT FINISHED LOOKING!
I did not download this app. I much prefer the old format. I’m pretty much forced to limit my choices to those I can find locally.",1,False,Terrible App,Slplynn
96,2023-08-10 12:00:47,"Sitting out back on my patio with my coffee ordering fun things for my daughter, son-in-law & grandson’s new house so they can enjoy making it their home!!",5,False,Having fun ordering things for my kids new house!,janetjarmosco-see
97,2023-08-13 20:10:54,"The company has transformed the app in an advertising engine reducing the value of the searches and the value of my time. Customer service, as many other reviewers said, is worse than that of cable companies. This app has become the necessary evil but at some point there has to be an alternative.",2,False,Best game in town but still HORRIBLE,Bostonian 84
98,2023-08-04 23:44:43,"I use this app all the time and i love it so much! It has pretty much everything you could possibly want or need, and fair prices for pretty much everything! 5/5 stars:)",5,False,Best app ever!!,Bellaboo🤫
99,2023-07-31 14:17:21,Prime is so overpriced and they don’t include a lot of their services in it like music. A lot of stuff doesn’t even come within the two day period and a lot doesn’t even have that option included. Not worth it. It’s a convenience but not sure it’s worth the price,3,False,Prime is overpriced,macimae821
100,2023-07-24 23:59:41,"I hate how I can’t find what I wanted when I put in a item. Then the results has so many things that I didn’t want. It makes finding what I want to take forever to find. 
This multiple items is a freaking nightmare. 
Can’t you JUST pull up what I asked for??",3,False,Hard to find,Sfrcma
